,Game,Week,Road Closing Spread,Home Closing Spread
2865,DAL 24 @ NO 17,15,7,-7
2866,MIA 24 @ TEN 27,15,5,-5
2867,NE 17 @ BUF 10,15,-7,7
2868,ARI 31 @ DET 24,15,-14,14
2869,ATL 10 @ NYJ 7,15,5,-5
2870,CLE 41 @ KC 34,15,3,-3
2871,HOU 16 @ STL 13,15,-14,14
2872,CIN 24 @ SD 27,15,7,-7
2873,OAK 20 @ DEN 19,15,14,-14
2874,GB 36 @ PIT 37,15,3,-3
2875,SF 13 @ PHI 27,15,7,-7
2876,CHI 7 @ BAL 31,15,11,-11
2877,TB 24 @ SEA 7,15,7,-7
2878,MIN 7 @ CAR 26,15,-9,9
2879,NYG 45 @ WAS 12,15,-3,3
2880,NO 24 @ CHI 27,15,3,-3
2881,GB 16 @ JAC 20,15,-3,3
2882,DET 21 @ IND 31,15,17,-17
2883,WAS 13 @ CIN 20,15,-7,7
2884,TB 10 @ ATL 13,15,6,-6
2885,SF 9 @ MIA 14,15,6,-6
2886,SEA 23 @ STL 20,15,-2,2
2887,BUF 27 @ NYJ 31,15,8,-8
2888,TEN 12 @ HOU 13,15,-3,3
2889,SD 22 @ KC 21,15,-6,6
2890,MIN 35 @ ARI 14,15,5,-5
2891,PIT 13 @ BAL 9,15,3,-3
2892,DEN 10 @ CAR 30,15,7,-7
2893,NE 49 @ OAK 26,15,-7,7
2894,NYG 8 @ DAL 20,15,3,-3
2895,CLE 10 @ PHI 30,15,15,-15
2896,DEN 13 @ HOU 31,15,-3,3
2897,CIN 13 @ SF 20,15,-9,9
2898,ARI 24 @ NO 31,15,4,-4
2899,ATL 3 @ TB 37,15,13,-13
2900,BAL 16 @ MIA 22,15,-3,3
2901,BUF 0 @ CLE 8,15,4,-4
2902,GB 33 @ STL 14,15,-7,7
2903,JAC 29 @ PIT 22,15,3,-3
2904,NYJ 10 @ NE 20,15,21,-21
2905,SEA 10 @ CAR 13,15,-7,7
2906,TEN 26 @ KC 17,15,-4,4
2907,IND 21 @ OAK 14,15,-10,10
2908,DET 14 @ SD 51,15,10,-10
2909,PHI 10 @ DAL 6,15,10,-10
2910,WAS 22 @ NYG 10,15,6,-6
2911,CHI 13 @ MIN 20,15,11,-11
2912,BAL 31 @ CLE 15,16,-9.5,9.5
2913,BUF 17 @ NE 24,16,7,-7
2914,CAR 6 @ IND 38,16,7.5,-7.5
2915,CIN 35 @ MIA 38,16,-1.5,1.5
2916,DET 17 @ DEN 27,16,9.5,-9.5
2917,HOU 23 @ TB 20,16,-3,3
2918,JAC 12 @ ATL 24,16,7.5,-7.5
2919,LAR 31 @ SF 34,16,7,-7
2920,NO 38 @ TEN 28,16,-3.5,3.5
2921,NYG 41 @ WAS 35,16,-1,1
2922,OAK 24 @ LAC 17,16,7.5,-7.5
2923,PIT 10 @ NYJ 16,16,-3,3
2924,ARI 27 @ SEA 13,16,8,-8
2925,DAL 9 @ PHI 17,16,-2,2
2926,KC 26 @ CHI 3,16,-6.5,6.5
2927,GB 23 @ MIN 10,16,4,-4
2928,WAS 16 @ TEN 25,16,12.5,-12.5
2929,BAL 22 @ LAC 10,16,4,-4
2930,JAC 17 @ MIA 7,16,3,-3
2931,NYG 27 @ IND 28,16,10,-10
2932,ATL 24 @ CAR 10,16,-2.5,2.5
2933,BUF 12 @ NE 24,16,14,-14
2934,CIN 18 @ CLE 26,16,10,-10
2935,GB 44 @ NYJ 38,16,-3,3
2936,HOU 30 @ PHI 32,16,1,-1
2937,MIN 27 @ DET 9,16,-6.5,6.5
2938,TB 20 @ DAL 27,16,7,-7
2939,CHI 14 @ SF 9,16,-3.5,3.5
2940,LAR 31 @ ARI 9,16,-14.5,14.5
2941,PIT 28 @ NO 31,16,6.5,-6.5
2942,KC 31 @ SEA 38,16,-1,1
2943,DEN 14 @ OAK 27,16,-2.5,2.5
2944,IND 16 @ BAL 23,16,13.5,-13.5
2945,MIN 16 @ GB 0,16,-8.5,8.5
2946,MIA 13 @ KC 29,16,11,-11
2947,BUF 16 @ NE 37,16,11,-11
2948,ATL 13 @ NO 23,16,5.5,-5.5
2949,LAC 14 @ NYJ 7,16,-7.5,7.5
2950,LAR 27 @ TEN 23,16,-5.5,5.5
2951,DEN 11 @ WAS 27,16,3,-3
2952,TB 19 @ CAR 22,16,10,-10
2953,CLE 3 @ CHI 20,16,5.5,-5.5
2954,DET 17 @ CIN 26,16,-3,3
2955,JAC 33 @ SF 44,16,-4,4
2956,NYG 0 @ ARI 23,16,3,-3
2957,SEA 21 @ DAL 12,16,4.5,-4.5
2958,PIT 34 @ HOU 6,16,-8,8
2959,OAK 10 @ PHI 19,16,10,-10
2960,NYG 19 @ PHI 24,16,2,-2
2961,MIA 34 @ BUF 31,16,4.5,-4.5
2962,TB 24 @ NO 31,16,3,-3
2963,NYJ 3 @ NE 41,16,17,-17
2964,TEN 17 @ JAC 38,16,-4,4
2965,MIN 25 @ GB 38,16,6,-6
2966,SD 17 @ CLE 20,16,-4.5,4.5
2967,WAS 41 @ CHI 21,16,-3,3
2968,ATL 33 @ CAR 16,16,-3,3
2969,IND 25 @ OAK 33,16,3.5,-3.5
2970,ARI 34 @ SEA 31,16,9,-9
2971,SF 22 @ LA 21,16,6,-6
2972,CIN 10 @ HOU 12,16,3,-3
2973,BAL 27 @ PIT 31,16,5.5,-5.5
2974,DEN 10 @ KC 33,16,3.5,-3.5
2975,DET 21 @ DAL 42,16,6.5,-6.5
2976,SD 23 @ OAK 20,16,4,-4
2977,WAS 38 @ PHI 24,16,3.5,-3.5
2978,SF 17 @ DET 32,16,8.5,-8.5
2979,CLE 13 @ KC 17,16,11.5,-11.5
2980,HOU 34 @ TEN 6,16,-3.5,3.5
2981,JAC 27 @ NO 38,16,2.5,-2.5
2982,NE 20 @ NYJ 26,16,-2.5,2.5
2983,CAR 13 @ ATL 20,16,-7,7
2984,CHI 26 @ TB 21,16,3,-3
2985,DAL 6 @ BUF 16,16,6.5,-6.5
2986,NYG 17 @ MIN 49,16,7,-7
2987,IND 18 @ MIA 12,16,2.5,-2.5
2988,STL 23 @ SEA 17,16,11,-11
2989,GB 8 @ ARI 38,16,6,-6
2990,PIT 17 @ BAL 20,16,-11,11
2991,CIN 17 @ DEN 20,16,3.5,-3.5
2992,TEN 13 @ JAC 21,16,4,-4
2993,SD 38 @ SF 35,16,2,-2
2994,PHI 24 @ WAS 27,16,-7,7
2995,MIN 35 @ MIA 37,16,4.5,-4.5
2996,BAL 13 @ HOU 25,16,-6,6
2997,DET 20 @ CHI 14,16,-10,10
2998,CLE 13 @ CAR 17,16,6,-6
2999,ATL 30 @ NO 14,16,6,-6
3000,GB 20 @ TB 3,16,-11.5,11.5
3001,KC 12 @ PIT 20,16,2.5,-2.5
3002,NE 17 @ NYJ 16,16,-10,10
3003,NYG 37 @ STL 27,16,7,-7
3004,BUF 24 @ OAK 26,16,-7,7
3005,IND 7 @ DAL 42,16,3.5,-3.5
3006,SEA 35 @ ARI 6,16,-9.5,9.5
3007,DEN 28 @ CIN 37,16,-3.5,3.5
3008,MIA 0 @ BUF 19,16,1,-1
3009,NO 13 @ CAR 17,16,3.5,-3.5
3010,DAL 24 @ WAS 23,16,-3,3
3011,TB 13 @ STL 23,16,3.5,-3.5
3012,CHI 11 @ PHI 54,16,2.5,-2.5
3013,CLE 13 @ NYJ 24,16,2.5,-2.5
3014,IND 23 @ KC 7,16,7.5,-7.5
3015,MIN 14 @ CIN 42,16,7.5,-7.5
3016,DEN 37 @ HOU 13,16,-9,9
3017,TEN 20 @ JAC 16,16,-4,4
3018,ARI 17 @ SEA 10,16,8,-8
3019,NYG 23 @ DET 20,16,9.5,-9.5
3020,OAK 13 @ SD 26,16,10,-10
3021,PIT 38 @ GB 31,16,-1,1
3022,NE 41 @ BAL 7,16,-1,1
3023,ATL 24 @ SF 34,16,15.5,-15.5
3024,ATL 31 @ DET 18,16,-3.5,3.5
3025,NYG 14 @ BAL 33,16,-1,1
3026,STL 28 @ TB 13,16,3,-3
3027,CIN 13 @ PIT 10,16,3.5,-3.5
3028,WAS 27 @ PHI 20,16,-4,4
3029,OAK 6 @ CAR 17,16,9.5,-9.5
3030,NO 34 @ DAL 31,16,1,-1
3031,TEN 7 @ GB 55,16,11,-11
3032,MIN 23 @ HOU 6,16,7.5,-7.5
3033,NE 23 @ JAC 16,16,-14,14
3034,IND 20 @ KC 13,16,-4.5,4.5
3035,BUF 10 @ MIA 24,16,5,-5
3036,CLE 12 @ DEN 34,16,11,-11
3037,CHI 28 @ ARI 13,16,-7,7
3038,SF 13 @ SEA 42,16,2.5,-2.5
3039,SD 27 @ NYJ 17,16,3,-3
3040,HOU 16 @ IND 19,16,-7,7
3041,MIA 24 @ NE 27,16,7.5,-7.5
3042,CLE 14 @ BAL 20,16,10.5,-10.5
3043,ARI 16 @ CIN 23,16,3.5,-3.5
3044,MIN 33 @ WAS 26,16,6,-6
3045,DEN 14 @ BUF 40,16,-3,3
3046,STL 0 @ PIT 27,16,10,-10
3047,NYG 29 @ NYJ 14,16,1.5,-1.5
3048,TB 16 @ CAR 48,16,9,-9
3049,JAC 17 @ TEN 23,16,8.5,-8.5
3050,OAK 16 @ KC 13,16,3,-3
3051,SD 10 @ DET 38,16,-1,1
3052,PHI 20 @ DAL 7,16,-1.5,1.5
3053,SF 19 @ SEA 17,16,-1.5,1.5
3054,CHI 21 @ GB 35,16,13,-13
3055,ATL 16 @ NO 45,16,7,-7
3056,CAR 3 @ PIT 27,16,14,-14
3057,DAL 26 @ ARI 27,16,-7,7
3058,DET 34 @ MIA 27,16,4,-4
3059,WAS 20 @ JAC 17,16,7,-7
3060,SF 17 @ STL 25,16,3,-3
3061,NE 34 @ BUF 3,16,-7,7
3062,NYJ 34 @ CHI 38,16,3,-3
3063,BAL 20 @ CLE 10,16,-3,3
3064,TEN 14 @ KC 34,16,4,-4
3065,IND 31 @ OAK 26,16,-3,3
3066,HOU 23 @ DEN 24,16,-2,2
3067,SD 20 @ CIN 34,16,-8,8
3068,SEA 15 @ TB 38,16,6,-6
3069,NYG 17 @ GB 45,16,3,-3
3070,NO 17 @ ATL 14,16,2,-2
3071,MIN 24 @ PHI 14,16,15,-15
3072,SD 42 @ TEN 17,16,2,-2
3073,SEA 10 @ GB 48,16,14,-14
3074,OAK 9 @ CLE 23,16,3,-3
3075,KC 10 @ CIN 17,16,14,-14
3076,BUF 3 @ ATL 31,16,8,-8
3077,HOU 27 @ MIA 20,16,2,-2
3078,CAR 41 @ NYG 9,16,8,-8
3079,TB 20 @ NO 17,16,14,-14
3080,JAC 7 @ NE 35,16,9,-9
3081,BAL 20 @ PIT 23,16,3,-3
3082,STL 10 @ ARI 31,16,17,-17
3083,DET 6 @ SF 20,16,15,-15
3084,DEN 27 @ PHI 30,16,7,-7
3085,NYJ 29 @ IND 15,16,3,-3
3086,DAL 17 @ WAS 0,16,-7,7
3087,MIN 30 @ CHI 36,16,-8,8
3088,IND 31 @ JAC 24,16,-5,5
3089,BAL 33 @ DAL 24,16,6,-6
3090,PIT 14 @ TEN 31,16,-3,3
3091,MIA 38 @ KC 31,16,-3,3
3092,ARI 7 @ NE 47,16,8,-8
3093,CIN 14 @ CLE 0,16,3,-3
3094,SF 17 @ STL 16,16,-3,3
3095,NO 42 @ DET 7,16,-7,7
3096,SD 41 @ TB 24,16,5,-5
3097,NYJ 3 @ SEA 13,16,-4,4
3098,HOU 16 @ OAK 27,16,-7,7
3099,BUF 30 @ DEN 23,16,7,-7
3100,PHI 3 @ WAS 10,16,-6,6
3101,ATL 24 @ MIN 17,16,3,-3
3102,CAR 28 @ NYG 34,16,4,-4
3103,GB 17 @ CHI 20,16,4,-4
3104,PIT 41 @ STL 24,16,-8,8
3105,DAL 20 @ CAR 13,16,-11,11
3106,CLE 14 @ CIN 19,16,-2,2
3107,GB 7 @ CHI 35,16,-8,8
3108,HOU 15 @ IND 38,16,7,-7
3109,KC 20 @ DET 25,16,6,-6
3110,NYG 38 @ BUF 21,16,-2,2
3111,OAK 11 @ JAC 49,16,14,-14
3112,PHI 38 @ NO 23,16,3,-3
3113,ATL 27 @ ARI 30,16,11,-11
3114,TB 19 @ SF 21,16,-7,7
3115,MIA 7 @ NE 28,16,23,-23
3116,BAL 6 @ SEA 27,16,13,-13
3117,NYJ 6 @ TEN 10,16,8,-8
3118,WAS 32 @ MIN 21,16,6,-6
3119,DEN 3 @ SD 23,16,9,-9
3120,ATL 28 @ TB 22,17,1,-1
3121,CHI 21 @ MIN 19,17,-5.5,5.5
3122,CLE 23 @ CIN 33,17,-2.5,2.5
3123,GB 23 @ DET 20,17,-13.5,13.5
3124,IND 20 @ JAC 38,17,-5,5
3125,LAC 21 @ KC 31,17,10,-10
3126,MIA 27 @ NE 24,17,17.5,-17.5
3127,NO 42 @ CAR 10,17,-13.5,13.5
3128,NYJ 13 @ BUF 6,17,-1.5,1.5
3129,PHI 34 @ NYG 17,17,-4,4
3130,PIT 10 @ BAL 28,17,-2,2
3131,TEN 35 @ HOU 14,17,-10,10
3132,WAS 16 @ DAL 47,17,13,-13
3133,ARI 24 @ LAR 31,17,7,-7
3134,OAK 15 @ DEN 16,17,5.5,-5.5
3135,SF 26 @ SEA 21,17,-3.5,3.5
3136,CLE 24 @ BAL 26,17,7,-7
3137,MIA 17 @ BUF 42,17,5.5,-5.5
3138,DET 31 @ GB 0,17,7.5,-7.5
3139,JAC 3 @ HOU 20,17,7,-7
3140,OAK 3 @ KC 35,17,14.5,-14.5
3141,CHI 24 @ MIN 10,17,6,-6
3142,NYJ 3 @ NE 38,17,14,-14
3143,CAR 33 @ NO 14,17,8,-8
3144,DAL 36 @ NYG 35,17,7.5,-7.5
3145,CIN 13 @ PIT 16,17,14,-14
3146,ATL 34 @ TB 32,17,-2.5,2.5
3147,IND 33 @ TEN 17,17,-5,5
3148,PHI 24 @ WAS 0,17,-6,6
3149,LAC 23 @ DEN 9,17,-7,7
3150,SF 32 @ LAR 48,17,10.5,-10.5
3151,ARI 24 @ SEA 27,17,15.5,-15.5
3152,BUF 22 @ MIA 16,17,-2.5,2.5
3153,CHI 10 @ MIN 23,17,13.5,-13.5
3154,NYJ 6 @ NE 26,17,17,-17
3155,WAS 10 @ NYG 18,17,-5,5
3156,CIN 31 @ BAL 27,17,8,-8
3157,CLE 24 @ PIT 28,17,5,-5
3158,NO 24 @ TB 31,17,-6,6
3159,JAC 10 @ TEN 15,17,2.5,-2.5
3160,CAR 10 @ ATL 22,17,5,-5
3161,GB 11 @ DET 35,17,7.5,-7.5
3162,HOU 13 @ IND 22,17,5.5,-5.5
3163,DAL 6 @ PHI 0,17,-3.5,3.5
3164,ARI 26 @ SEA 24,17,8,-8
3165,KC 27 @ DEN 24,17,3,-3
3166,SF 34 @ LAR 13,17,-6.5,6.5
3167,OAK 10 @ LAC 30,17,7,-7
3168,NO 32 @ ATL 38,17,7.5,-7.5
3169,CHI 10 @ MIN 38,17,6,-6
3170,JAC 20 @ IND 24,17,5.5,-5.5
3171,DAL 13 @ PHI 27,17,6.5,-6.5
3172,GB 31 @ DET 24,17,-3.5,3.5
3173,NE 35 @ MIA 14,17,-7.5,7.5
3174,BUF 10 @ NYJ 30,17,-3.5,3.5
3175,CAR 16 @ TB 17,17,3.5,-3.5
3176,NYG 19 @ WAS 10,17,10,-10
3177,HOU 17 @ TEN 24,17,3,-3
3178,BAL 10 @ CIN 27,17,-2.5,2.5
3179,CLE 24 @ PIT 27,17,3.5,-3.5
3180,KC 37 @ SD 27,17,-5.5,5.5
3181,OAK 6 @ DEN 24,17,1,-1
3182,SEA 25 @ SF 23,17,-11.5,11.5
3183,ARI 44 @ LA 6,17,-7,7
3184,NO 20 @ ATL 17,17,6,-6
3185,NYJ 17 @ BUF 22,17,-2.5,2.5
3186,WAS 34 @ DAL 23,17,3,-3
3187,TEN 24 @ IND 30,17,3.5,-3.5
3188,TB 10 @ CAR 38,17,10,-10
3189,DET 24 @ CHI 20,17,-2.5,2.5
3190,PIT 28 @ CLE 12,17,-13,13
3191,MIN 20 @ GB 13,17,3,-3
3192,OAK 17 @ KC 23,17,6.5,-6.5
3193,NE 10 @ MIA 20,17,-10,10
3194,PHI 35 @ NYG 30,17,4,-4
3195,BAL 16 @ CIN 24,17,10,-10
3196,JAC 6 @ HOU 30,17,5,-5
3197,SEA 36 @ ARI 6,17,6,-6
3198,SD 20 @ DEN 27,17,10,-10
3199,STL 16 @ SF 19,17,-3,3
3200,CAR 34 @ ATL 3,17,2.5,-2.5
3201,CLE 10 @ BAL 20,17,14,-14
3202,DAL 44 @ WAS 17,17,-6,6
3203,IND 27 @ TEN 10,17,-7.5,7.5
3204,DET 20 @ GB 30,17,9,-9
3205,JAC 17 @ HOU 23,17,8.5,-8.5
3206,SD 7 @ KC 19,17,3,-3
3207,NYJ 37 @ MIA 24,17,7,-7
3208,CHI 9 @ MIN 13,17,7,-7
3209,BUF 17 @ NE 9,17,4.5,-4.5
3210,PHI 34 @ NYG 26,17,-1,1
3211,CIN 17 @ PIT 27,17,3,-3
3212,NO 23 @ TB 20,17,-6,6
3213,OAK 14 @ DEN 47,17,16.5,-16.5
3214,ARI 17 @ SF 20,17,6,-6
3215,STL 6 @ SEA 20,17,11,-11
3216,CAR 21 @ ATL 20,17,-5.5,5.5
3217,GB 33 @ CHI 28,17,-3,3
3218,HOU 10 @ TEN 16,17,7,-7
3219,CLE 7 @ PIT 20,17,9.5,-9.5
3220,WAS 6 @ NYG 20,17,3.5,-3.5
3221,BAL 17 @ CIN 34,17,6.5,-6.5
3222,PHI 24 @ DAL 22,17,-7.5,7.5
3223,JAC 10 @ IND 30,17,11,-11
3224,NYJ 20 @ MIA 7,17,7.5,-7.5
3225,DET 13 @ MIN 14,17,-2.5,2.5
3226,BUF 20 @ NE 34,17,7.5,-7.5
3227,TB 17 @ NO 42,17,11,-11
3228,DEN 14 @ OAK 34,17,-10,10
3229,SF 23 @ ARI 20,17,3,-3
3230,KC 24 @ SD 27,17,15.5,-15.5
3231,STL 9 @ SEA 27,17,13,-13
3232,TB 22 @ ATL 17,17,3.5,-3.5
3233,NYJ 9 @ BUF 28,17,3.5,-3.5
3234,DAL 18 @ WAS 28,17,3.5,-3.5
3235,JAC 20 @ TEN 38,17,4,-4
3236,CLE 10 @ PIT 24,17,11,-11
3237,BAL 17 @ CIN 23,17,1,-1
3238,CHI 26 @ DET 24,17,-3.5,3.5
3239,HOU 16 @ IND 28,17,-7,7
3240,GB 34 @ MIN 37,17,-3.5,3.5
3241,MIA 0 @ NE 28,17,10,-10
3242,CAR 44 @ NO 38,17,5,-5
3243,PHI 7 @ NYG 42,17,7,-7
3244,OAK 21 @ SD 24,17,10,-10
3245,KC 3 @ DEN 38,17,16,-16
3246,ARI 13 @ SF 27,17,16.5,-16.5
3247,STL 13 @ SEA 20,17,10.5,-10.5
3248,WAS 10 @ PHI 34,17,7,-7
3249,NYJ 17 @ MIA 19,17,1.5,-1.5
3250,CAR 17 @ NO 45,17,7,-7
3251,DET 41 @ GB 45,17,-6.5,6.5
3252,SF 34 @ STL 27,17,-12.5,12.5
3253,IND 19 @ JAC 13,17,3,-3
3254,BUF 21 @ NE 49,17,10,-10
3255,TEN 23 @ HOU 22,17,-1,1
3256,CHI 17 @ MIN 13,17,1.5,-1.5
3257,PIT 13 @ CLE 9,17,-7,7
3258,BAL 24 @ CIN 16,17,-2.5,2.5
3259,TB 24 @ ATL 45,17,9.5,-9.5
3260,KC 7 @ DEN 3,17,1,-1
3261,SD 38 @ OAK 26,17,2.5,-2.5
3262,SEA 20 @ ARI 23,17,2.5,-2.5
3263,DAL 14 @ NYG 31,17,3,-3
3264,OAK 31 @ KC 10,17,5,-5
3265,MIA 7 @ NE 38,17,4,-4
3266,PIT 41 @ CLE 9,17,-6,6
3267,CIN 7 @ BAL 13,17,10,-10
3268,MIN 13 @ DET 20,17,4,-4
3269,BUF 7 @ NYJ 38,17,0,0
3270,CAR 10 @ ATL 31,17,14,-14
3271,TB 23 @ NO 13,17,7,-7
3272,TEN 20 @ IND 23,17,9,-9
3273,JAC 17 @ HOU 34,17,4,-4
3274,NYG 17 @ WAS 14,17,-4,4
3275,CHI 3 @ GB 10,17,12,-12
3276,DAL 14 @ PHI 13,17,-2,2
3277,ARI 7 @ SF 38,17,6,-6
3278,SD 33 @ DEN 28,17,-6,6
3279,STL 6 @ SEA 16,17,-3,3
3280,IND 7 @ BUF 30,17,8,-8
3281,NO 10 @ CAR 23,17,10,-10
3282,JAC 17 @ CLE 23,17,2,-2
3283,CHI 37 @ DET 23,17,-5,5
3284,NE 27 @ HOU 34,17,9,-9
3285,PIT 30 @ MIA 24,17,-3,3
3286,NYG 7 @ MIN 44,17,9,-9
3287,SF 28 @ STL 6,17,-7,7
3288,ATL 20 @ TB 10,17,-3,3
3289,PHI 0 @ DAL 24,17,3,-3
3290,GB 33 @ ARI 7,17,3,-3
3291,KC 44 @ DEN 24,17,9,-9
3292,BAL 21 @ OAK 13,17,-10,10
3293,WAS 20 @ SD 23,17,3,-3
3294,TEN 17 @ SEA 13,17,-6,6
3295,CIN 0 @ NYJ 37,17,10,-10
3296,OAK 31 @ TB 24,17,11,-11
3297,DET 21 @ GB 31,17,11,-11
3298,NYG 19 @ MIN 20,17,7,-7
3299,CHI 24 @ HOU 31,17,3,-3
3300,CAR 33 @ NO 31,17,-2,2
3301,STL 27 @ ATL 31,17,14,-14
3302,KC 6 @ CIN 16,17,1,-1
3303,TEN 0 @ IND 23,17,-3,3
3304,CLE 0 @ PIT 31,17,12,-12
3305,NE 13 @ BUF 0,17,-6,6
3306,DAL 6 @ PHI 44,17,3,-3
3307,JAC 7 @ BAL 27,17,11,-11
3308,MIA 24 @ NYJ 17,17,3,-3
3309,SEA 21 @ ARI 34,17,7,-7
3310,WAS 24 @ SF 27,17,3,-3
3311,DEN 21 @ SD 52,17,7,-7
3312,NE 38 @ NYG 35,17,-13,13
3313,BUF 9 @ PHI 17,17,9,-9
3314,CAR 31 @ TB 23,17,-3,3
3315,CIN 38 @ MIA 25,17,-3,3
3316,DET 13 @ GB 34,17,3,-3
3317,JAC 28 @ HOU 42,17,7,-7
3318,NO 25 @ CHI 33,17,1,-1
3319,SEA 41 @ ATL 44,17,-2,2
3320,SF 7 @ CLE 20,17,12,-12
3321,DAL 6 @ WAS 27,17,9,-9
3322,PIT 21 @ BAL 27,17,-3,3
3323,MIN 19 @ DEN 22,17,-3,3
3324,SD 30 @ OAK 17,17,-9,9
3325,STL 19 @ ARI 48,17,6,-6
3326,KC 10 @ NYJ 13,17,5,-5
3327,TEN 16 @ IND 10,17,-5,5
